Channel Name,Channel ID,YouTube URL,Theme,Tags,Favorite,Classification Basis,Needs Review
Souhaib Dziri,UCNnHDxnr3DWPQH3EE_MWotg,https://www.youtube.com/channel/UCNnHDxnr3DWPQH3EE_MWotg,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Step News Agency - وكالة ستيب نيوز,UCFXyHQjlNrdVYKywetpIj-A,https://www.youtube.com/channel/UCFXyHQjlNrdVYKywetpIj-A,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
SyriaNow - سوريا الآن,UCqPP4dbgr9Uddnzzuzr8qXQ,https://www.youtube.com/channel/UCqPP4dbgr9Uddnzzuzr8qXQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Talha Gibreel,UC85u-9mj1eUF-Re4OTOAM9w,https://www.youtube.com/channel/UC85u-9mj1eUF-Re4OTOAM9w,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
Taoufik Bouachrine - توفيق بوعشرين,UCHnhv7l-mP-NrVKaD3EsnUA,https://www.youtube.com/channel/UCHnhv7l-mP-NrVKaD3EsnUA,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
The Michael Parenti Library,UC_zaFgEyhDQjDr49cBvJIGA,https://www.youtube.com/channel/UC_zaFgEyhDQjDr49cBvJIGA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Tom Bilyeu,UCnYMOamNKLGVlJgRUbamveA,https://www.youtube.com/channel/UCnYMOamNKLGVlJgRUbamveA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Tucker Carlson,UCGttrUON87gWfU6dMWm1fcA,https://www.youtube.com/channel/UCGttrUON87gWfU6dMWm1fcA,News & Geopolitics,News; Geopolitics,Yes,Inferred from the previous PocketTube collection,No
uncivilized,UCGglb26hdG81eW08n4dagUw,https://www.youtube.com/channel/UCGglb26hdG81eW08n4dagUw,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
Younes Mesrar | يونس مسرار,UC9OMoDj1VIhUJVI1XX6UY6g,https://www.youtube.com/channel/UC9OMoDj1VIhUJVI1XX6UY6g,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Youssef BK العميق,UCvrtiGi_9r6TCQ-IWApz5MA,https://www.youtube.com/channel/UCvrtiGi_9r6TCQ-IWApz5MA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Zakariaa Aitouraies,UCd_d5BgbmSe7doOxicuYzBw,https://www.youtube.com/channel/UCd_d5BgbmSe7doOxicuYzBw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
Zeteo,UCVG72F2Q5yCmLQfctNK6M2A,https://www.youtube.com/channel/UCVG72F2Q5yCmLQfctNK6M2A,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
ZiZo,UCDLrkuBEnC0vAG0nIpivZdg,https://www.youtube.com/channel/UCDLrkuBEnC0vAG0nIpivZdg,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
اقتصاد الكوكب,UCjMdgUQQM68S7tdXspE45Ag,https://www.youtube.com/channel/UCjMdgUQQM68S7tdXspE45Ag,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
الاسواق في المغرب,UCXXa1bvWEoxixQW9mLqmqgA,https://www.youtube.com/channel/UCXXa1bvWEoxixQW9mLqmqgA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
المخبر الاقتصادي - Mokhbir Eqtisadi,UC4kRorAXuIkyIX6vwXKaLWg,https://www.youtube.com/channel/UC4kRorAXuIkyIX6vwXKaLWg,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
المهدوي مدير نشر بديل,UCZachh7w2XIr-N3UEPuaIrw,https://www.youtube.com/channel/UCZachh7w2XIr-N3UEPuaIrw,News & Geopolitics,News; Geopolitics; Morocco,Yes,Inferred from the previous PocketTube collection,No
بكر المصري Bakr El Masry,UCCSJeNWp6hKZ5pv3u2ZsuBA,https://www.youtube.com/channel/UCCSJeNWp6hKZ5pv3u2ZsuBA,News & Geopolitics,News; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
تثقف,UCOXdLKPnV9_IxQpx5yDBGLA,https://www.youtube.com/channel/UCOXdLKPnV9_IxQpx5yDBGLA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
جلسة كرك,UCTgqTWO-dM4D-IWIEviUj_Q,https://www.youtube.com/channel/UCTgqTWO-dM4D-IWIEviUj_Q,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
حروب العالم,UCAel-jKchkJf9UYJWG9yK7w,https://www.youtube.com/channel/UCAel-jKchkJf9UYJWG9yK7w,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
حياة وثائقية - Hayah Documentary,UC4tNC0SDwlGrx1SpTz-gJGA,https://www.youtube.com/channel/UC4tNC0SDwlGrx1SpTz-gJGA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
رحلة Rihla TV,UCMRL4nje2VT7q2nyfSgaHaw,https://www.youtube.com/channel/UCMRL4nje2VT7q2nyfSgaHaw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
ريفيو - Review,UCxBlOTobHElqYRWApnsb0pw,https://www.youtube.com/channel/UCxBlOTobHElqYRWApnsb0pw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
زي الكتاب مابيقول,UC4moDiwIJPtcjk8ITj_I7VQ,https://www.youtube.com/channel/UC4moDiwIJPtcjk8ITj_I7VQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
ستيب فيديوغراف,UCzXHxl02PLrMi_qnz-rq10w,https://www.youtube.com/channel/UCzXHxl02PLrMi_qnz-rq10w,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
سكاي نيوز عربية,UCIJXOvggjKtCagMfxvcCzAA,https://www.youtube.com/channel/UCIJXOvggjKtCagMfxvcCzAA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
سياسة لس,UC4DaPswqI8f0nP98leIcvkQ,https://www.youtube.com/channel/UC4DaPswqI8f0nP98leIcvkQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
شبكة قدس الاخبارية,UCFFuMGTQXLitNuiU4SIe5vQ,https://www.youtube.com/channel/UCFFuMGTQXLitNuiU4SIe5vQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
عبدالله الشريف Abdullah Elshrif,UCqlRE8sYdSeijg83yIDpq2w,https://www.youtube.com/channel/UCqlRE8sYdSeijg83yIDpq2w,News & Geopolitics,,No,Inferred from the previous PocketTube collection,No
عثمان بنجلون Otman Benjelloun,UCy8VyQDtMqmPFO1Q9O3Jxzg,https://www.youtube.com/channel/UCy8VyQDtMqmPFO1Q9O3Jxzg,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
فلوسي,UCXyYrNFS1V1HXa_nZvqtZtQ,https://www.youtube.com/channel/UCXyYrNFS1V1HXa_nZvqtZtQ,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
قناة المال,UCUxzC288a_c9TkSy_sujjoQ,https://www.youtube.com/channel/UCUxzC288a_c9TkSy_sujjoQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة مولاي هاشم الاعلامية,UClFXJqYnj57GgY_aA6kQ3Mw,https://www.youtube.com/channel/UClFXJqYnj57GgY_aA6kQ3Mw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
كفاح - kifaa7,UCLqvZztxDGRPAyjR6xrDICw,https://www.youtube.com/channel/UCLqvZztxDGRPAyjR6xrDICw,News & Geopolitics,,No,Inferred from the previous PocketTube collection,No
ماجد عبدالله,UC0IdFAmdGU5J-Ec3G4oc7OQ,https://www.youtube.com/channel/UC0IdFAmdGU5J-Ec3G4oc7OQ,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
مجمع لصحاب,UC5muZiMg0yrCDDPFA20y7Lg,https://www.youtube.com/channel/UC5muZiMg0yrCDDPFA20y7Lg,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
مملكة العظماء,UCL2FFdFJ3bIOo1NrIrhfsaA,https://www.youtube.com/channel/UCL2FFdFJ3bIOo1NrIrhfsaA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
مهيب نيوز,UCi7CeDoQxZQwU0DzVZIvE1w,https://www.youtube.com/channel/UCi7CeDoQxZQwU0DzVZIvE1w,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
موقع بديل أنفو الثانوية,UC7UCPEYSvqvpOXKaxvnAvDg,https://www.youtube.com/channel/UC7UCPEYSvqvpOXKaxvnAvDg,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
موقع هوية بريس,UCSe5jomgbdEuMHhXhLdsXJA,https://www.youtube.com/channel/UCSe5jomgbdEuMHhXhLdsXJA,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
وثائقية أحداث وحقائق روايات,UC8UMer6lHgbnj6XCNQIL-Pw,https://www.youtube.com/channel/UC8UMer6lHgbnj6XCNQIL-Pw,News & Geopolitics,,No,"Inferred from channel name, recent video titles, and collection context",No
يونس الكحيحل - youness khihel,UCTL6WoJRe45BB75cBNH3JMw,https://www.youtube.com/channel/UCTL6WoJRe45BB75cBNH3JMw,News & Geopolitics,News; Geopolitics; Morocco,Yes,"Inferred from channel name, recent video titles, and collection context",No
4talk فورتوك,UCtJuugunRYs4N7bQF5XisMw,https://www.youtube.com/channel/UCtJuugunRYs4N7bQF5XisMw,Podcasts & Interviews,Podcasts; Interviews; Psychology; Science,Yes,"Inferred from channel name, recent video titles, and collection context",No
Amina Dehbi l أمينة الذهبي,UCkz8FWbjt49LKHT96t85jTw,https://www.youtube.com/channel/UCkz8FWbjt49LKHT96t85jTw,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
anything goes with emma chamberlain,UCJvR4zNAPRJoMDF3A912dBA,https://www.youtube.com/channel/UCJvR4zNAPRJoMDF3A912dBA,Podcasts & Interviews,Podcasts; Interviews,Yes,Inferred from the previous PocketTube collection,No
Atheer - أثير,UCMQ18I4n6ccOSNDLfdhrUbQ,https://www.youtube.com/channel/UCMQ18I4n6ccOSNDLfdhrUbQ,Podcasts & Interviews,Podcasts; Interviews,Yes,Inferred from the previous PocketTube collection,No
Awal Talk,UCeJ4vvwM2xDXi8eGEDmRVuQ,https://www.youtube.com/channel/UCeJ4vvwM2xDXi8eGEDmRVuQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
B & J in The Morning,UChn6ruFmY2GcDYbXCGNSraA,https://www.youtube.com/channel/UChn6ruFmY2GcDYbXCGNSraA,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
BASSOU,UCJSxL6hQlGac3BPlhceiS2A,https://www.youtube.com/channel/UCJSxL6hQlGac3BPlhceiS2A,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
binatna بيناتنا,UCQ1Z1K_NChzvG4PjIfekRrw,https://www.youtube.com/channel/UCQ1Z1K_NChzvG4PjIfekRrw,Podcasts & Interviews,Podcasts; Interviews; Morocco; Psychology,Yes,"Inferred from channel name, recent video titles, and collection context",No
CODM TALK,UC9MgxNKzOEt8qJapVei-XGQ,https://www.youtube.com/channel/UC9MgxNKzOEt8qJapVei-XGQ,Podcasts & Interviews,Podcasts; Interviews; Travel,Yes,"Inferred from channel name, recent video titles, and collection context",No
Cortex Podcast,UCqoy014xOu7ICwgLWHd9BzQ,https://www.youtube.com/channel/UCqoy014xOu7ICwgLWHd9BzQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Damouh داموح,UC96GU_gSL_H6c_MV-BJw1KA,https://www.youtube.com/channel/UC96GU_gSL_H6c_MV-BJw1KA,Podcasts & Interviews,Podcasts; Interviews; Science,Yes,"Inferred from channel name, recent video titles, and collection context",No
DMenTorK,UC_FR-phjEkvxNrdNLEXsv3A,https://www.youtube.com/channel/UC_FR-phjEkvxNrdNLEXsv3A,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Do Not Worry Podcast,UCkP1Z422_tAmgLmUtHvgrmg,https://www.youtube.com/channel/UCkP1Z422_tAmgLmUtHvgrmg,Podcasts & Interviews,Podcasts; Interviews; Geopolitics,Yes,"Inferred from channel name, recent video titles, and collection context",No
Dr Farissi د. الفارسي,UCMUAXdulgbqlByLRONYyPqQ,https://www.youtube.com/channel/UCMUAXdulgbqlByLRONYyPqQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Eruine42,UCnle4YKnnapWQfVe8VZr_rg,https://www.youtube.com/channel/UCnle4YKnnapWQfVe8VZr_rg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
GM Noel Studer,UC47_lKfmCusmg5rFW54mwFA,https://www.youtube.com/channel/UC47_lKfmCusmg5rFW54mwFA,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
In line with Tima,UChozIlfkC8rkOYO0K16rqNg,https://www.youtube.com/channel/UChozIlfkC8rkOYO0K16rqNg,Podcasts & Interviews,,No,Inferred from the previous PocketTube collection,No
Johnathan Bi,UCCrl9a26fDCZvofnCnA5A8g,https://www.youtube.com/channel/UCCrl9a26fDCZvofnCnA5A8g,Podcasts & Interviews,,No,Inferred from the previous PocketTube collection,No
Kareem Esmail,UCsQqxYEBQHILQS237kcoDKw,https://www.youtube.com/channel/UCsQqxYEBQHILQS237kcoDKw,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Leaders On Purpose Podcast with Manal Bernoussi,UCqF-zmGEKxGtwoKcgZHTDKw,https://www.youtube.com/channel/UCqF-zmGEKxGtwoKcgZHTDKw,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Lex Fridman,UCSHZKyawb77ixDdsGog4iWA,https://www.youtube.com/channel/UCSHZKyawb77ixDdsGog4iWA,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Mominoun WithoutBorders,UCn1GIe5es2-XrkLMNSaLHgQ,https://www.youtube.com/channel/UCn1GIe5es2-XrkLMNSaLHgQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,https://www.youtube.com/channel/UCmFeOdJI3IXgTBDzqBLD8qg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
MOTALATE مثلث,UCO9YYhFL4B0cYhUvGsLuttQ,https://www.youtube.com/channel/UCO9YYhFL4B0cYhUvGsLuttQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
National Geographic,UCpVm7bg6pXKo1Pr6k5kxG9A,https://www.youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Progetto Happiness,UCCDtBHQGboy9eTvNd_KqfTA,https://www.youtube.com/channel/UCCDtBHQGboy9eTvNd_KqfTA,Podcasts & Interviews,Podcasts; Interviews,Yes,Inferred from the previous PocketTube collection,No
Salam Talks,UCEVNhkCSFvEbfpE4cqktJjg,https://www.youtube.com/channel/UCEVNhkCSFvEbfpE4cqktJjg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Sara Nouh • سارة نوح,UCfFraCcGRs9A0_4OvFbYeSQ,https://www.youtube.com/channel/UCfFraCcGRs9A0_4OvFbYeSQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
Solved Podcast Clips,UCd0n53aFGZoXxiz_sH74O4A,https://www.youtube.com/channel/UCd0n53aFGZoXxiz_sH74O4A,Podcasts & Interviews,Podcasts; Interviews,Yes,"Inferred from channel name, recent video titles, and collection context",No
Talks at Google,UCbmNph6atAoGfqLoCL_duAg,https://www.youtube.com/channel/UCbmNph6atAoGfqLoCL_duAg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
The Minimalists,UCkbFiBwMYMXAqifXF4xo5Uw,https://www.youtube.com/channel/UCkbFiBwMYMXAqifXF4xo5Uw,Podcasts & Interviews,,No,Inferred from the previous PocketTube collection,No
Tima's Co Podcast,UCiLRfwcGwM-4I3Ns4YwxweQ,https://www.youtube.com/channel/UCiLRfwcGwM-4I3Ns4YwxweQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
TOUIL TALKS,UCuDFLMw9eky9-o3PxLK5pEA,https://www.youtube.com/channel/UCuDFLMw9eky9-o3PxLK5pEA,Podcasts & Interviews,Podcasts; Interviews; Morocco; Geopolitics; Travel,Yes,"Inferred from channel name, recent video titles, and collection context",No
Wellness Billion,UCkO4lnK10uy8mjdxsRapMIA,https://www.youtube.com/channel/UCkO4lnK10uy8mjdxsRapMIA,Podcasts & Interviews,Podcasts; Interviews,Yes,"Inferred from channel name, recent video titles, and collection context",No
إيه المشكلة,UCQ2X_YPmdjBOjVq6dLbO0pQ,https://www.youtube.com/channel/UCQ2X_YPmdjBOjVq6dLbO0pQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
الجزيرة بودكاست,UCLm-iY7gsPR7h1a4-hVi7rw,https://www.youtube.com/channel/UCLm-iY7gsPR7h1a4-hVi7rw,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
بودكاست بدون ورق,UC7mCgzz-LYRt-a3mCvUbccg,https://www.youtube.com/channel/UC7mCgzz-LYRt-a3mCvUbccg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
بودكاست دائرة - عبدالرحمن البداح,UC6E-2x0NJ-DNANq1cBQ3ECg,https://www.youtube.com/channel/UC6E-2x0NJ-DNANq1cBQ3ECg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
تنوين بودكاست | Tanween Podcasts,UC2IhG2yHmAFYPqNZNMyOPkg,https://www.youtube.com/channel/UC2IhG2yHmAFYPqNZNMyOPkg,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
فاهم بودكاست,UCuIayeub56xP83u7u-_d-SQ,https://www.youtube.com/channel/UCuIayeub56xP83u7u-_d-SQ,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
قصة مع خالد,UCbS1GAStICRUpt84FpNyOlg,https://www.youtube.com/channel/UCbS1GAStICRUpt84FpNyOlg,Podcasts & Interviews,,No,Inferred from the previous PocketTube collection,No
قناة د.سعد البازعي,UCO4EUbPy9UeCqPQLLvqkNxw,https://www.youtube.com/channel/UCO4EUbPy9UeCqPQLLvqkNxw,Podcasts & Interviews,,No,"Inferred from channel name, recent video titles, and collection context",No
مهارات من Google,UC8ZF2ZJnqmYJFl9pACYQUfQ,https://www.youtube.com/channel/UC8ZF2ZJnqmYJFl9pACYQUfQ,Podcasts & Interviews,,No,Inferred from the previous PocketTube collection,No
Abdellah Eid Nizar,UCgoa0MelBNsVF5yhWU8x8JA,https://www.youtube.com/channel/UCgoa0MelBNsVF5yhWU8x8JA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Abdullah Hatem - عبدالله حاتم,UCirh3bzivX11cb_-2tpeCMQ,https://www.youtube.com/channel/UCirh3bzivX11cb_-2tpeCMQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Accepting the Universe,UCI7kuRuTVlIhi9r5zQHcwJA,https://www.youtube.com/channel/UCI7kuRuTVlIhi9r5zQHcwJA,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
Achraf ELHams,UCUUVE-BS6aaTHP-EUjKLhrQ,https://www.youtube.com/channel/UCUUVE-BS6aaTHP-EUjKLhrQ,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
adnan al HAMwi,UCLBbb4z_cwzFlnRbwMtwzFQ,https://www.youtube.com/channel/UCLBbb4z_cwzFlnRbwMtwzFQ,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
Ahmed Adly | أحمد عدلي,UCVZskiGhMTAOZFA-SJB_RJw,https://www.youtube.com/channel/UCVZskiGhMTAOZFA-SJB_RJw,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
Ahmed Saeed,UCjd9hOh1flT1-tPtp85hL9Q,https://www.youtube.com/channel/UCjd9hOh1flT1-tPtp85hL9Q,Science & Ideas,,No,"Inferred from channel name, recent video titles, and collection context",No
AlarabyTube - العربي تيوب,UCPXKFARrr9KIazKFsIdZrbg,https://www.youtube.com/channel/UCPXKFARrr9KIazKFsIdZrbg,Science & Ideas,,No,Inferred from the previous PocketTube collection,No
